timestamp,cenario,servidor,caminho,Execucao,total_requisicoes,numero_threads,sucesso,erros,tempo_total,cpu,memoria,latencia_media,rps,latencia_min,latencia_max
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,0,200,5,200,0,0.22897005081176758,0.0,0.0,4.963588714599609,873.4766808625842,2.109527587890625,10.049581527709961
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,1,200,5,200,0,0.24517369270324707,0.0,0.0,5.229892730712891,815.7482060772143,2.6001930236816406,11.903047561645508
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,2,200,5,200,0,0.20708799362182617,0.0,0.0,4.4373619556427,965.7730344581448,1.9977092742919922,7.607936859130859
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,3,200,5,200,0,0.2593972682952881,0.0,0.0,5.605053901672363,771.0181426133121,2.3708343505859375,10.624885559082031
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,4,200,5,200,0,0.22108817100524902,0.0,17.45986487075629,4.675410985946655,904.6164663203607,2.377748489379883,8.577823638916016
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,5,200,5,200,0,0.22663021087646484,0.0,17.45986487075629,4.855926036834717,882.4948766826994,2.3446083068847656,7.617712020874023
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,6,200,5,200,0,0.22501611709594727,0.0,17.45986487075629,4.752739667892456,888.8252209717033,2.5610923767089844,8.670806884765625
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,7,200,5,200,0,0.23344683647155762,0.0,17.45986487075629,4.978398084640503,856.7261095627113,2.49481201171875,7.71641731262207
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,8,200,5,200,0,0.21392345428466797,0.0,17.45986487075629,4.539575576782227,934.9138488286561,1.8923282623291016,7.902383804321289
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,9,200,5,200,0,0.20012116432189941,0.0,17.45986487075629,4.360226392745972,999.3945451881116,1.585245132446289,8.596181869506836
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,10,200,5,200,0,0.21870756149291992,0.0,17.45986487075629,4.604885578155518,914.463124341837,2.4597644805908203,7.868051528930664
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,11,200,5,200,0,0.2312641143798828,0.0,17.45986487075629,4.962460994720459,864.8120809243787,2.6302337646484375,9.250640869140625
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,12,200,5,200,0,0.2274034023284912,0.0,17.45986487075629,4.795466661453247,879.494316936797,2.6547908782958984,8.974075317382812
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,13,200,5,200,0,0.21861672401428223,0.0,17.45986487075629,4.643365144729614,914.8430930971869,1.9409656524658203,8.301019668579102
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,14,200,5,200,0,0.31414151191711426,0.0,17.45986487075629,7.027097940444946,636.6557503956042,1.8281936645507812,18.48316192626953
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,15,200,5,200,0,0.2076244354248047,90.57037555555537,17.574218105995733,4.3990254402160645,963.2777548114465,1.6238689422607422,9.213924407958984
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,16,200,5,200,0,0.2375025749206543,90.03615111111091,17.574218105995733,5.059669017791748,842.0961333443088,2.5484561920166016,8.90970230102539
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,17,200,5,200,0,0.22438526153564453,89.49942444444424,17.574218105995733,4.717321395874023,891.3241388103789,2.291440963745117,10.303974151611328
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,18,200,5,200,0,0.2301030158996582,88.9664511111109,17.574218105995733,4.938216209411621,869.1759176560062,2.3522377014160156,8.527517318725586
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=5,apache,/arquivo_10kb.txt,19,200,5,200,0,0.20799946784973145,88.45474666666644,17.574218105995733,4.4584715366363525,961.5409215589406,2.2513866424560547,7.8601837158203125
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=10,apache,/arquivo_10kb.txt,0,200,10,200,0,0.13988876342773438,88.01685777777755,17.574218105995733,5.973142385482788,1429.7073982165743,2.518177032470703,14.653682708740234
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=10,apache,/arquivo_10kb.txt,1,200,10,200,0,0.18878912925720215,87.60273999999976,17.574218105995733,7.878950834274292,1059.383031146483,2.556324005126953,14.542102813720703
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=10,apache,/arquivo_10kb.txt,2,200,10,200,0,0.15033340454101562,87.13857777777753,17.574218105995733,6.292632818222046,1330.376309979954,2.600431442260742,12.85099983215332
2025-11-28 15:26:53,/arquivo_10kb.txt|threads=10,apache,/arquivo_10kb.txt,3,200,10,200,0,0.12932372093200684,86.7870155555553,17.574218105995733,5.420316457748413,1546.5066931158892,2.360820770263672,10.517358779907227
