timestamp,servidor,cenario,execucao,Falhas,Tempo_Total,Throughput,Requisicões Bem Sucedidas,Tempo_Medio_Resposta
2025-11-14 02:45:28,concorrente,GET - /,1,500,114.86727643013,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,2,500,114.96909928321838,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,3,500,114.80092477798462,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,4,500,114.97497344017029,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,5,500,114.84089064598083,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,6,500,115.02945375442505,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,7,500,114.8861083984375,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,8,500,114.84105110168457,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,9,500,114.88765907287598,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,10,500,114.95972084999084,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,11,500,114.93627619743347,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,12,500,114.85689234733582,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,13,500,114.94132566452026,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,14,500,114.88729691505432,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,15,500,114.83082675933838,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,16,500,114.86243796348572,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,17,500,114.76766800880432,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,18,500,115.01060652732849,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,19,500,114.81497383117676,0.0,0,0
2025-11-14 02:45:28,concorrente,GET - /,20,500,114.87614750862122,0.0,0,0
